100 8149
62 46 22939
57 97 7620
57 22 19892
70 26 27381
78 7 29984
20 94 9122
18 23 13921
69 75 22089
33 32 4631
78 75 30018
65 79 23401
4 24 28131
72 20 11323
48 33 19923
70 61 9559
81 56 24757
73 92 27154
8 32 9340
13 71 1051
2 63 31998
57 4 18290
54 10 16288
13 33 14262
3 19 5681
70 88 10065
47 85 25685
95 64 7718
1 6 23816
26 58 22736
58 29 24097
29 72 12948
88 89 1507
10 99 23434
42 58 23286
52 51 10683
90 69 22886
35 34 28441
53 25 22384
90 55 22427
68 1 2897
71 56 14826
30 80 5965
0 22 19038
9 92 29601
58 9 4930
97 4 26157
88 57 18058
37 59 1512
10 18 15503
37 67 7306
95 92 4200
32 97 8937
52 56 5619
99 89 9465
70 52 11956
36 53 8311
48 24 6669
42 62 2912
53 41 10955
48 3 209
63 30 20855
98 80 14030
22 6 12504
73 19 17542
24 96 1702
88 53 6714
33 25 14703
73 52 8543
28 57 6129
41 86 27310
59 94 15256
50 86 13027
97 58 711
80 78 4646
80 60 26545
10 27 13128
75 72 32487
89 80 18271
31 21 13551
8 14 24420
75 15 1147
59 92 14560
98 72 26391
56 33 11219
37 22 16496
64 65 5961
31 15 2168
44 42 14185
44 11 4887
3 37 2779
62 4 5163
5 37 9945
68 23 29953
5 37 24648
13 71 19598
78 61 21926
27 80 24086
24 61 30908
52 44 31230
89 32 2122
43 46 2807
42 98 18731
35 67 3539
68 28 2981
56 67 15510
87 33 29917
21 2 26017
40 28 28072
1 6 19986
52 8 20278
38 82 10924
75 39 15169
99 90 15575
72 86 20681
19 14 2475
56 79 28553
73 71 32502
